"","request_id","site_location","storet_station","latitude","longitude","field_id","group_id","analysis","component","storet_parameter","result","remark","mdl","pql","units","test_comments","matrix","temperature","specificconductance","salinity","ph","dissolvedoxygen","sample_depth","batch_id","sample_id","preservation","reference_method","datetimestamp","receivetime","analyzetime"
"11","RQ-2019-09-23-02","field blank","",NA,NA,"fieldblank","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Corrected",32211,0.82,"U",0.82,2.5,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-FIELD-BK","","","",NA,"","","P373192",2128324,"ICE","SM 10200 H (mod.)",2019-10-15 10:45:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"12","RQ-2019-09-23-02","field blank","",NA,NA,"fieldblank","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Uncorrected",32210,0.6,"U",0.6,1.8,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-FIELD-BK","","","",NA,"","","P373192",2128324,"ICE","SM 10200 H (mod.)",2019-10-15 10:45:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"13","RQ-2019-09-23-02","field blank","",NA,NA,"fieldblank","BIOLOGY","CHLSUITE-W","Phaeophytin-a",32218,0.9,"U",0.9,2.7,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-FIELD-BK","","","",NA,"","","P373192",2128324,"ICE","SM 10200 H (mod.)",2019-10-15 10:45:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"14","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-PO4-F","O-Phosphate-P",671,0.006,"I",0.004,0.01,"mg P/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372621",2128364,"FILTER-ICE","EPA 365.1 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-16 12:33:00
"15","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-NO2-F","Nitrite-N",613,0.002,"U",0.002,0.005,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372842",2128364,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-16 14:11:00
"16","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-NO3-F","Nitrate-N",620,0.004,"U",0.004,0.01,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373491",2128364,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-16 14:11:00
"17","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","TURBIDITY","Turbidity",76,6.3,"",0.1,0.13,"NTU","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372600",2128348,"ICE","EPA 180.1 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-16 16:27:00
"18","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","BIOLOGY","FCOLI-MF","Fecal Coliforms-Membrane Filter",31616,2,"BJQ",2,2,"cfu/100 mL","Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373375",2128333,"ICE","SM 9222 D",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-17 14:30:00
"19","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-TSS","TSS",530,9,"I",3,10,"mg/L","Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373259",2128348,"ICE","SM 2540 D-97",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-18 15:45:00
"20","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-TKN-F","Kjeldahl Nitrogen, filtered",623,0.29,"I",0.16,0.4,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372667",2128356,"FILTER-H2SO4-ICE","EPA 351.2 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-18 17:07:00
"21","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-DOC","Organic Carbon",681,2.6,"",1,2,"mg C/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372784",2128356,"FILTER-H2SO4-ICE","SM 5310 B-00",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-19 14:49:00
"22","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-NH3-F","Ammonia-N",608,0.006,"",0.002,0.005,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372886",2128356,"FILTER-H2SO4-ICE","EPA 350.1 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-21 13:36:00
"23","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","BIOLOGY","CHL-MDFL-W","Chlorophyll-a, Modified Fluorometric",32211,7.9,"",0.17,0.51,"ug/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372981",2128327,"ICE","EPA 445.0 (mod)",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-21 16:55:00
"24","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-S-A-TP","Total-P",665,0.025,"",0.004,0.01,"mg P/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372744",2128372,"ICE And H2SO4","EPA 365.1 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-22 13:43:00
"25","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-NO2NO3-F","NO2NO3-N",631,0.004,"U",0.004,0.01,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372919",2128356,"FILTER-H2SO4-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-22 14:18:00
"26","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","CHEMISTRY","W-TKN","Kjeldahl Nitrogen",625,0.27,"I",0.16,0.4,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372927",2128372,"ICE And H2SO4","EPA 351.2 Rev. 2.0",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-23 14:25:00
"27","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Corrected",32211,7.4,"",0.89,2.7,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128314,"ICE","SM 10200 H (mod.)",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"28","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Uncorrected",32210,8.1,"",0.65,2,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128314,"ICE","SM 10200 H (mod.)",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"29","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.1","BIOLOGY","CHLSUITE-W","Phaeophytin-a",32218,0.98,"U",0.98,2.9,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128314,"ICE","SM 10200 H (mod.)",2019-10-15 10:47:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"30","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-PO4-F","O-Phosphate-P",671,0.005,"I",0.004,0.01,"mg P/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372621",2128365,"FILTER-ICE","EPA 365.1 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-16 12:33:00
"31","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-NO2-F","Nitrite-N",613,0.002,"U",0.002,0.005,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372842",2128365,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-16 14:12:00
"32","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-NO3-F","Nitrate-N",620,0.004,"U",0.004,0.01,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373491",2128365,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-16 14:12:00
"33","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","TURBIDITY","Turbidity",76,5.9,"",0.1,0.13,"NTU","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372600",2128349,"ICE","EPA 180.1 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-16 16:27:00
"34","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","BIOLOGY","FCOLI-MF","Fecal Coliforms-Membrane Filter",31616,2,"UJQ",2,2,"cfu/100 mL","Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373375",2128334,"ICE","SM 9222 D",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-17 14:30:00
"35","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-TSS","TSS",530,10,"",3,10,"mg/L","Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373259",2128349,"ICE","SM 2540 D-97",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-18 15:45:00
"36","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-TKN-F","Kjeldahl Nitrogen, filtered",623,0.28,"I",0.16,0.4,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372667",2128357,"FILTER-H2SO4-ICE","EPA 351.2 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-18 17:09:00
"37","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-DOC","Organic Carbon",681,2.4,"",1,2,"mg C/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372784",2128357,"FILTER-H2SO4-ICE","SM 5310 B-00",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-19 15:01:00
"38","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-NH3-F","Ammonia-N",608,0.004,"I",0.002,0.005,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372886",2128357,"FILTER-H2SO4-ICE","EPA 350.1 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-21 13:43:00
"39","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-S-A-TP","Total-P",665,0.028,"",0.004,0.01,"mg P/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372744",2128373,"ICE And H2SO4","EPA 365.1 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-22 13:44:00
"40","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-NO2NO3-F","NO2NO3-N",631,0.004,"U",0.004,0.01,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372919",2128357,"FILTER-H2SO4-ICE","EPA 353.2 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-22 14:19:00
"41","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","CHEMISTRY","W-TKN","Kjeldahl Nitrogen",625,0.36,"I",0.16,0.4,"mg N/L","","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P372927",2128373,"ICE And H2SO4","EPA 351.2 Rev. 2.0",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-23 14:26:00
"42","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Corrected",32211,5.5,"",0.82,2.5,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128315,"ICE","SM 10200 H (mod.)",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"43","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","BIOLOGY","CHLSUITE-W","Chlorophyll-a, Uncorrected",32210,5.9,"",0.6,1.8,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128315,"ICE","SM 10200 H (mod.)",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"44","RQ-2019-09-23-02","fort matanzas","GTMFMNUT",NA,NA,"gtmfmnut1.2","BIOLOGY","CHLSUITE-W","Phaeophytin-a",32218,0.9,"U",0.9,2.7,"ug/L","Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.","W-SURF-SLT","26.8","53732","",7.96,"5.74","3.0 m","P373192",2128315,"ICE","SM 10200 H (mod.)",2019-10-15 10:51:00,2019-10-16 10:05:00,2019-10-24 09:21:00
"45","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-PO4-F","O-Phosphate-P",671,0.012,"",0.004,0.01,"mg P/L","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372621",2128366,"FILTER-ICE","EPA 365.1 Rev. 2.0",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-16 12:34:00
"46","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-NO2-F","Nitrite-N",613,0.002,"U",0.002,0.005,"mg N/L","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372842",2128366,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-16 14:06:00
"47","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-NO3-F","Nitrate-N",620,0.004,"U",0.004,0.01,"mg N/L","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P373491",2128366,"FILTER-ICE","EPA 353.2 Rev. 2.0",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-16 14:06:00
"48","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","TURBIDITY","Turbidity",76,8.8,"",0.1,0.13,"NTU","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372600",2128350,"ICE","EPA 180.1 Rev. 2.0",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-16 16:27:00
"49","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-DI","AMPA",NA,0.1,"UJ",0.1,0.4,"ug/L","Refer to the narrative for an explanation of QC Codes. Surrogate spike recovery exceeding the control limits. Results confirmed in re-extraction.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372594",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-17 13:52:00
"50","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-DI","Glufosinate",NA,0.1,"UJ",0.1,0.4,"ug/L","Refer to the narrative for an explanation of QC Codes. Surrogate spike recovery exceeding the control limits. Results confirmed in re-extraction.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372594",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-17 13:52:00
"51","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-DI","Glyphosate",NA,0.1,"UJ",0.1,0.4,"ug/L","Refer to the narrative for an explanation of QC Codes. Surrogate spike recovery exceeding the control limits. Results confirmed in re-extraction.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372594",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-17 13:52:00
"52","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","BIOLOGY","ENT-24-QT","Enterococci-Quanti-Tray",31649,20,"Q",10,10,"MPN/100 mL","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P373062",2128342,"ICE","Enterolert/QT",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-17 14:29:00
"53","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","BIOLOGY","FCOLI-MF","Fecal Coliforms-Membrane Filter",31616,7,"BJQ",2,2,"cfu/100 mL","Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P373375",2128335,"ICE","SM 9222 D",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-17 14:30:00
"54","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-TSS","TSS",530,14,"",3,10,"mg/L","Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P373259",2128350,"ICE","SM 2540 D-97",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-18 15:45:00
"55","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-DI","Acesulfame K",NA,0.1,"U",0.1,0.4,"ug/L","Refer to the narrative for an explanation of QC Codes. Surrogate spike recovery exceeding the control limits. Results confirmed in re-extraction.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372594",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-18 16:25:00
"56","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-DI","Endothall",NA,0.25,"U",0.25,1,"ug/L","Refer to the narrative for an explanation of QC Codes. Surrogate spike recovery exceeding the control limits. Results confirmed in re-extraction.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372594",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-18 16:25:00
"57","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-TKN-F","Kjeldahl Nitrogen, filtered",623,0.41,"",0.16,0.4,"mg N/L","","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372667",2128358,"FILTER-H2SO4-ICE","EPA 351.2 Rev. 2.0",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-18 17:11:00
"58","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","2,4-D",39730,0.002,"U",0.002,0.008,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
"59","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","Acetaminophen",NA,0.008,"U",0.008,0.032,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
"60","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","Bentazon",NA,0.0011,"I",8e-04,0.0032,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
"61","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","Carbamazepine",NA,8e-04,"U",8e-04,0.0032,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
"62","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","Diuron",NA,0.002,"U",0.002,0.008,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
"63","RQ-2019-09-23-02","pellicer creek","GTMPCNUT",NA,NA,"gtmpcnut1.1","CHEMISTRY","W-E8321-MS","Fenuron",NA,0.016,"U",0.016,0.064,"ug/L","MS accuracy for imazapyr could not be assessed due to high concentration of parameter in the spiked sample.","W-BRACKISH","27.4","44375","",6.78,"6.84","1.6 m","P372556",2128404,"ICE","EPA 8321B",2019-10-15 13:37:00,2019-10-16 10:05:00,2019-10-19 08:28:00
